Booking ID,State,Adult,Child,partySize,Night,Permits
37085,NB ,5,0,5,2,1
37086,NS ,2,2,4,1,1
37087,NS ,2,0,2,1,1
37088,NS ,2,3,5,2,1
37089,NS ,1,2,1,1,1
37090,SWITZERLAND ,1,0,1,1,1
37091,NS ,2,0,2,1,1
37092,NS ,2,2,4,2,1
37093,AUSTRALIA,2,0,2,1,1
37094,NS ,2,0,2,5,1
37095,NS ,1,1,2,1,1
37096,NS ,3,2,5,3,1
37097,NS ,4,0,4,3,1
37098,NS ,4,0,4,3,1
37099,NB ,2,0,2,1,1
37100,TX ,2,0,2,1,1
37101,NS ,2,1,3,1,1
37102,QC ,2,0,2,1,1
37103,NS ,2,0,2,2,1
37104,NS ,6,0,6,1,1
37105,NS ,2,0,2,2,1
37106,SK ,1,0,1,1,1
37107,NS ,2,0,2,2,1
37108,NS ,4,0,4,1,1
37109,NS ,2,0,2,3,1
37110,BC ,2,0,2,2,1
37111,QC ,1,0,1,1,1
37112,IL,2,0,2,1,1
37113,NS ,2,0,2,2,1
37114,NS ,2,1,3,5,1
37115,ON ,2,1,3,1,1
37116,NS ,2,1,3,3,1
37117,NS ,2,0,2,2,1
37118,NS ,2,3,5,2,1
37119,ON ,1,0,1,2,1
37120,NS ,2,2,4,1,1
37121,NS ,6,0,6,2,1
37122,NS ,2,0,2,4,1
37123,NC ,2,0,2,2,1
37124,NS ,1,0,1,1,1
37125,NS ,2,1,3,2,1
37126,NB ,6,0,6,2,1
37127,NS ,3,2,5,2,1
37128,NS ,2,0,2,1,1
37129,NS ,2,0,2,2,1
37130,NB ,6,0,6,2,1
37131,NS ,2,0,2,2,1
37132,ON ,2,0,2,1,1
37133,NS ,2,0,2,1,1
37134,NS ,2,0,2,3,1
37135,NS ,2,2,4,3,1
37136,NS ,2,0,2,1,1
37137,NS ,2,0,2,1,1
37138,NB ,2,2,4,3,1
37139,NB ,1,0,1,2,1
37140,NS ,3,0,3,2,1
37141,NS ,2,3,5,1,1
37142,QC ,2,0,2,1,1
37143,TX ,2,0,2,2,1
37144,NS ,2,0,2,1,1
37145,MA ,2,0,2,2,1
37146,NS ,6,0,6,2,1
37147,NS ,2,3,5,2,1
37148,NS ,2,0,2,2,1
37149,NS ,2,2,4,3,1
37150,NS ,2,2,4,2,1
37151,ON ,2,0,2,2,1
37152,QC ,2,1,3,1,1
37153,NS ,2,0,2,2,1
37154,ON ,1,0,1,1,1
37155,NL ,1,0,1,2,1
37156,NS ,2,0,2,2,1
37157,NS ,2,0,2,1,1
37158,NS ,2,1,3,4,1
37159,NS ,2,0,2,2,1
37160,NS ,3,0,3,1,1
37161,NS ,2,0,2,1,1
37162,NS ,2,0,2,2,1
37163,NS ,3,1,4,2,1
37164,NS ,2,0,2,1,1
37165,NS ,4,0,4,12,1
37166,NS ,2,1,3,3,1
37167,AB ,1,0,1,1,1
37168,GERMANY ,2,0,2,1,1
37169,NS ,2,0,2,6,1
37170,ON ,2,0,2,1,1
37171,NS ,4,0,4,3,1
37172,NS ,2,0,2,1,1
37173,NS ,1,0,1,1,1
37174,NY ,2,0,2,1,1
37175,NB ,2,0,2,1,1
37176,NS ,2,4,6,1,1
37177,VA ,4,2,6,2,1
37178,NS ,4,0,4,2,1
37179,NS ,2,1,3,1,1
37180,NB ,2,1,3,2,1
37181,NS ,2,2,4,1,1
37182,MA ,2,0,2,1,1
37183,NS ,2,0,2,2,1
37184,NS ,2,0,2,1,1
37185,NS ,9,13,22,1,1
37186,NS ,3,0,3,2,1
37187,NS ,3,2,5,1,1
37188,NS ,3,2,5,1,1
37189,ON ,2,0,2,2,1
37190,NS ,2,1,3,5,1
37191,NS ,2,2,4,3,1
37192,NS ,2,2,4,3,1
37193,ON ,2,0,2,1,1
37194,ON ,2,0,2,1,1
37195,NS ,2,0,2,2,1
37196,NS ,2,1,3,2,1
37197,GERMANY ,1,0,1,1,1
37198,NS ,2,2,4,2,1
37199,NS ,2,3,5,3,1
37200,NB ,2,0,2,1,1
37201,NS ,2,2,4,2,1
37202,NB ,6,0,6,1,1
37203,NS ,2,1,3,3,1
37204,NS ,2,0,2,4,1
37205,QC ,2,0,2,2,1
37206,NS ,2,4,6,2,1
37207,NS ,4,0,4,2,1
37208,NS ,2,0,2,1,1
37209,NS ,2,0,2,13,1
37210,NS ,2,0,2,1,1
37211,NB ,2,1,3,1,1
37212,NS ,2,0,2,2,1
37213,NS ,2,2,4,3,1
37214,NS ,2,0,2,1,1
37215,NS ,2,0,2,2,1
37216,ON ,2,0,2,4,1
37217,NJ ,2,2,4,2,1
37218,NB ,2,0,2,6,1
37219,GERMANY ,2,0,2,1,1
37220,QC ,2,0,2,1,1
37221,NS ,2,1,3,7,1
37222,ON ,2,0,2,1,1
37223,NC ,2,0,2,1,1
37224,NS ,2,0,2,3,1
37225,NS ,2,2,4,2,1
37226,NS ,2,0,2,2,1
37227,NS ,2,2,4,2,1
37228,NS ,2,0,2,3,1
37229,NS ,2,0,2,1,1
37230,NB ,2,0,2,2,1
37231,AB ,2,0,2,3,1
37232,NB ,2,2,4,2,1
37233,MA ,2,0,2,3,1
37234,SWITZERLAND ,2,1,3,1,1
37235,NS ,2,0,2,2,1
37236,NB ,2,0,2,2,1
37237,NS ,4,2,6,1,1
37238,NS ,2,0,2,2,1
37239,NB ,2,2,4,4,1
37240,NS ,6,0,6,2,1
37241,ON ,2,0,2,1,1
37242,NS ,2,0,2,2,1
37243,NS ,4,0,4,1,1
37244,NS ,2,0,2,1,1
37245,NS ,4,0,4,6,1
37246,ON ,2,0,2,3,1
37247,NS ,2,0,2,2,1
37248,NS ,2,0,2,7,1
37249,NS ,4,2,6,3,1
37250,NS ,2,0,2,3,1
37251,NS ,2,0,2,1,1
37252,NB ,2,0,2,1,1
37253,NS ,2,0,2,1,1
37254,NS ,2,0,2,2,1
37255,QC ,2,0,2,1,1
37256,PE ,2,0,2,1,1
37257,NS ,2,0,2,1,1
37258,BC ,2,0,2,1,1
37259,QC ,2,0,2,1,1
37260,NS ,3,2,5,1,1
37261,NS ,4,0,4,2,1
37262,NS ,6,0,6,1,1
37263,NS ,2,1,3,2,1
37264,NS ,2,0,2,1,1
37265,NS ,2,2,4,2,1
37266,NS ,1,0,1,2,1
37267,NS ,2,0,2,3,1
37268,NS ,2,0,2,2,1
37269,QC ,2,0,2,1,1
37270,NS ,2,0,2,2,1
37271,NS ,3,0,3,1,1
37272,NS ,1,2,3,1,1
37273,NS ,2,2,4,1,1
37274,NS ,3,0,3,3,1
37275,NS ,1,2,3,3,1
37276,NS ,2,4,6,2,1
37277,NB ,2,0,2,1,1
37278,NS ,2,1,3,2,1
37279,NS ,2,0,2,2,1
37280,NS ,2,0,2,2,1
37281,NS ,2,0,2,5,1
37282,NC ,2,0,2,1,1
37283,QC ,2,1,3,1,1
37284,ME ,2,0,2,3,1
37285,ON ,2,0,2,3,1
37286,NS ,3,4,7,4,1
37287,NS ,2,0,2,3,1
37288,NS ,2,3,5,2,1
37289,NS ,6,0,6,3,1
37290,NS ,2,0,2,2,1
37291,NS ,2,0,2,6,1
37292,BC ,3,3,6,1,1
37293,NS ,2,0,2,5,1
37294,QC ,2,0,2,1,1
37295,QC ,4,0,4,1,1
37296,NS ,2,0,2,3,1
37297,NS ,2,2,4,2,1
37298,ON ,2,2,4,1,1
37299,NS ,3,0,3,1,1
37300,NS ,5,0,5,1,1
37301,NS ,2,0,2,2,1
37302,NS ,2,0,2,3,1
37303,ON ,2,0,2,1,1
37304,NS ,2,0,2,2,1
37305,ON ,2,0,2,2,1
37306,GERMANY ,2,0,2,1,1
37307,QC ,2,0,2,1,1
37308,QC ,2,3,2,2,1
37309,NS ,2,0,2,2,1
37310,SK ,1,0,1,1,1
37311,NS ,2,0,2,3,1
37312,QC ,2,0,2,2,1
37313,NS ,3,3,6,2,1
37314,NS ,2,2,4,2,1
37315,NS ,2,2,4,6,1
37316,NS ,2,0,2,1,1
37317,PE ,2,0,2,4,1
37318,NB ,2,0,2,2,1
37319,KS ,3,0,3,1,1
37320,NS ,2,2,4,2,1
37321,NS ,2,4,6,3,1
37322,NB ,2,1,3,1,1
37323,NS ,4,0,4,1,1
37324,NS ,2,2,2,2,1
37325,NS ,2,0,2,5,1
37326,NS ,3,2,5,1,1
37327,NS ,2,0,2,2,1
37328,NS ,2,2,4,3,1
37329,NS ,1,4,5,2,1
37330,NS ,2,0,2,2,1
37331,NS ,2,0,2,2,1
37332,NS ,3,3,6,2,1
37333,ON ,1,1,2,1,1
37334,NS ,4,0,4,2,1
37335,NS ,5,0,5,1,1
37336,ON ,2,0,2,1,1
37337,NS ,2,0,2,1,1
37338,GERMANY ,2,2,4,1,1
37339,NS ,2,0,2,2,1
37340,NB ,2,0,2,2,1
37341,NS ,2,2,4,3,1
37342,ON ,1,0,1,1,1
37343,ON ,2,0,2,1,1
37344,NS ,4,2,6,2,1
37345,NS ,2,4,6,4,1
37346,ON ,2,0,2,1,1
37347,NS ,2,1,3,3,1
37348,NS ,2,0,2,2,1
37349,ON ,2,0,2,3,1
37350,NS ,1,0,1,1,1
37351,NS ,2,0,2,3,1
37352,MA ,2,1,3,1,1
37353,NS ,2,0,2,25,1
37354,GERMANY ,2,1,3,1,1
37355,NS ,2,0,2,5,1
37356,NS ,2,1,3,2,1
37357,NS ,2,1,3,1,1
37358,VA ,2,0,2,1,1
37359,NS ,2,2,4,1,1
37360,NS ,2,1,3,1,1
37361,AB ,1,0,1,2,1
37362,NS ,2,0,2,3,1
37363,PE ,6,0,6,2,1
37364,NS ,2,0,2,1,1
37365,NS ,2,0,2,1,1
37366,NS ,2,0,2,2,1
37367,NS ,3,0,3,1,1
37368,NS ,2,1,3,3,1
37369,NS ,2,0,2,2,1
37370,NS ,2,0,2,2,1
37371,NS ,4,0,4,2,1
37372,NB ,4,0,4,1,1
37373,NS ,2,0,2,1,1
37374,NS ,6,0,6,3,1
37375,NS ,4,2,6,1,1
37376,VA ,2,0,2,1,1
37377,NS ,2,0,2,2,1
37378,ME ,2,0,2,1,1
37379,GERMANY ,2,0,2,1,1
37380,NB ,2,0,2,2,1
37381,NS ,2,2,4,3,1
37382,NS ,2,0,2,1,1
37383,NS ,2,0,2,2,1
37384,NS ,2,3,5,2,1
37385,NS ,2,0,2,5,1
37386,NS ,2,0,2,3,1
37387,NS ,2,2,2,2,1
37388,NS ,2,0,2,1,1
37389,NS ,4,0,4,2,1
37390,NS ,2,2,4,2,1
37391,NM ,2,0,2,2,1
37392,NS ,2,2,4,3,1
37393,NS ,2,0,2,1,1
37394,NS ,3,0,3,1,1
37395,VA ,1,0,1,2,1
37396,GERMANY ,2,0,2,1,1
37397,NS ,2,0,2,1,1
37398,NS ,1,1,2,1,1
37399,QC ,2,0,2,1,1
37400,NS ,2,0,2,1,1
37401,NS ,2,2,4,3,1
37402,NS ,2,0,2,2,1
37403,QC ,2,0,2,2,1
37404,NS ,2,0,2,1,1
37405,NS ,2,2,4,3,1
37406,NS ,0,2,2,2,1
37407,NB ,1,2,3,1,1
37408,NS ,2,0,2,2,1
37409,NS ,2,3,5,3,1
37410,NS ,2,0,2,2,1
37411,NS ,2,0,2,2,1
37412,NS ,2,1,3,2,1
37413,NS ,5,1,6,1,1
37414,QC ,2,3,5,2,1
37415,TX ,2,4,6,1,1
37416,NS ,2,2,4,3,1
37417,FRANCE ,2,0,2,1,1
37418,NS ,2,2,4,2,1
37419,NS ,2,3,5,8,1
37420,ON ,2,0,2,1,1
37421,ON ,2,0,2,1,1
37422,NS ,2,1,3,2,1
37423,NS ,2,1,3,3,1
37424,ON ,2,0,2,2,1
37425,NETHERLANDS,2,0,2,1,1
37426,NS ,2,0,2,5,1
37427,NL ,2,0,2,1,1
37428,NS ,2,0,2,2,1
37429,SWITZERLAND ,2,0,2,1,1
37430,NS ,2,0,2,3,1
37431,NB ,1,0,1,3,1
37432,NS ,2,3,5,1,1
37433,NS ,0,1,1,2,1
37434,QC ,2,0,2,1,1
37435,NB ,1,3,4,1,1
37436,NS ,2,0,2,1,1
37437,SWITZERLAND ,2,0,2,1,1
37438,MD ,2,0,2,1,1
37439,NS ,2,0,2,2,1
37440,NY ,1,0,1,1,1
37441,NS ,2,0,2,1,1
37442,BC ,2,0,2,1,1
37443,NS ,4,0,4,1,1
37444,NB ,1,0,1,1,1
37445,NS ,2,0,2,2,1
37446,ON ,2,0,2,2,1
37447,QC ,2,0,2,1,1
37448,NS ,2,0,2,2,1
37449,NS ,2,2,4,2,1
37450,NS ,2,0,2,2,1
37451,NS ,2,0,2,3,1
37452,NS ,2,4,6,2,1
37453,NS ,2,1,3,3,1
37454,NS ,2,0,2,2,1
37455,QC ,2,0,2,1,1
37456,NS ,2,2,4,2,1
37457,CT ,2,0,2,1,1
37458,NS ,2,0,2,3,1
37459,NS ,2,1,3,2,1
37460,NS ,2,0,2,1,1
37461,NS ,2,1,3,2,1
37462,NS ,2,4,6,2,1
37463,NS ,2,0,2,3,1
37464,MD ,2,0,2,1,1
37465,NS ,2,1,3,5,1
37466,NS ,2,2,4,2,1
37467,IN ,2,0,2,3,1
37468,QC ,2,0,2,1,1
37469,NS ,2,0,2,1,1
37470,NS ,2,2,4,3,1
37471,PE ,2,0,2,3,1
37472,NB ,2,1,3,1,1
37473,BC ,2,0,2,1,1
37474,NS ,3,2,5,2,1
37475,ON ,2,0,2,1,1
37476,GA ,2,0,2,1,1
37477,NS ,2,0,2,1,1
37478,NB ,4,0,4,2,1
37479,NS ,2,2,4,4,1
37480,QC ,2,0,2,1,1
37481,NS ,2,0,2,2,1
37482,ON ,2,2,4,1,1
37483,GERMANY ,4,0,4,4,1
37484,ON ,1,0,1,1,1
37485,NS ,1,0,1,1,1
37486,NS ,2,0,2,1,1
37487,NS ,2,2,4,2,1
37488,NS ,1,2,3,2,1
37489,GERMANY ,2,0,2,1,1
37490,MD ,2,0,2,1,1
37491,NS ,2,1,3,2,1
37492,NS ,2,0,2,1,1
37493,QC ,2,0,2,1,1
37494,NS ,2,4,6,2,1
37495,NS ,1,1,2,1,1
37496,NS ,3,0,3,2,1
37497,NS ,2,0,2,1,1
37498,NS ,2,2,4,3,1
37499,NS ,2,2,4,2,1
37500,NS ,2,2,4,1,1
37501,FRANCE ,2,0,2,1,1
37502,NS ,2,0,2,1,1
37503,QC ,2,0,2,1,1
37504,MA ,2,0,2,1,1
37505,NS ,2,3,5,1,1
37506,NS ,3,0,3,2,1
37507,NS ,1,2,3,1,1
37508,GERMANY ,2,0,2,1,1
37509,NS ,2,0,2,2,1
37510,NS ,2,1,3,2,1
37511,NS ,2,2,4,3,1
37512,NS ,2,0,2,2,1
37513,QC ,2,0,2,1,1
37514,NS ,2,0,2,4,1
37515,SWITZERLAND ,4,0,4,1,1
37516,NS ,2,0,2,3,1
37517,ON ,2,0,2,1,1
37518,NS ,4,2,6,3,1
37519,NS ,2,0,2,2,1
37520,NS ,2,2,4,3,1
37521,NS ,2,0,2,2,1
37522,NS ,2,2,4,1,1
37523,NS ,2,2,4,2,1
37524,NS ,2,0,2,2,1
37525,ON ,2,0,2,4,1
37526,NS ,2,0,2,2,1
37527,NB ,3,1,4,3,1
37528,NS ,2,0,2,2,1
37529,NS ,2,0,2,2,1
37530,QC ,2,0,2,2,1
37531,NS ,2,0,2,2,1
37532,NS ,2,2,4,2,1
37533,NS ,2,0,2,3,1
37534,NS ,2,3,5,1,1
37535,SWITZERLAND ,3,0,3,1,1
37536,NS ,2,4,6,1,1
37537,NS ,1,2,3,1,1
37538,NS ,2,0,2,14,1
37539,NS ,3,2,5,3,1
37540,NS ,1,1,2,3,1
37541,NS ,2,0,2,2,1
37542,NS ,2,0,2,1,1
37543,NS ,2,1,3,2,1
37544,ON ,2,0,2,4,1
37545,NS ,2,0,2,1,1
37546,NS ,4,0,4,1,1
37547,ON ,2,0,2,2,1
37548,NS ,2,0,2,1,1
37549,AB ,2,0,2,1,1
37550,NS ,1,2,3,3,1
37551,NS ,2,2,4,8,1
37552,GERMANY ,3,0,3,1,1
37553,AB ,2,0,2,4,1
37554,NS ,2,0,2,3,1
37555,NS ,4,0,4,2,1
37556,NS ,2,2,4,3,1
37557,NS ,2,0,2,4,1
37558,NS ,2,0,2,2,1
37559,NS ,2,1,3,2,1
37560,ON ,2,0,2,1,1
37561,NS ,2,0,2,4,1
37562,NS ,2,0,2,2,1
37563,NS ,2,3,5,2,1
37564,NB ,3,0,3,1,1
37565,ON ,2,2,4,4,1
37566,NS ,4,2,6,2,1
37567,NS ,2,0,2,1,1
37568,NS ,2,2,4,2,1
37569,ON ,1,0,1,1,1
37570,ON ,2,0,2,1,1
37571,QC ,3,0,3,3,1
37572,MI ,1,0,1,1,1
37573,NB ,1,2,3,1,1
37574,NS ,2,0,2,2,1
37575,NS ,2,2,4,2,1
37576,ON ,2,2,4,2,1
37577,NS ,4,0,4,2,1
37578,NS ,2,3,5,3,1
37579,ME ,2,0,2,1,1
37580,QC ,2,0,2,1,1
37581,NS ,2,2,4,3,1
37582,AB ,1,0,1,1,1
37583,NS ,2,2,4,1,1
37584,MT ,2,0,2,1,1
37585,NS ,1,0,1,1,1
37586,NS ,4,0,4,1,1
37587,NS ,4,0,4,3,1
37588,NS ,2,0,2,2,1
37589,NS ,2,0,2,4,1
37590,NS ,2,0,2,1,1
37591,NB ,2,0,2,1,1
37592,NS ,2,0,2,1,1
37593,NH ,2,0,2,1,1
37594,NS ,6,0,6,1,1
37595,NS ,1,0,1,2,1
37596,GERMANY ,2,0,2,1,1
37597,NS ,2,2,4,3,1
37598,NS ,2,0,2,3,1
37599,NS ,4,0,4,2,1
37600,ON ,2,0,2,1,1
37601,NS ,4,0,4,1,1
37602,NS ,2,0,2,1,1
37603,NS ,2,0,2,2,1
37604,MA ,2,0,2,1,1
37605,NS ,2,0,2,4,1
37606,NY ,1,0,1,1,1
37607,NS ,2,0,2,3,1
37608,NS ,2,1,3,1,1
37609,NS ,3,0,3,2,1
37610,NS ,2,2,4,2,1
37611,NS ,2,0,2,2,1
37612,NS ,1,2,3,1,1
37613,NS ,2,0,2,13,1
37614,NS ,2,0,2,2,1
37615,QC ,2,0,2,7,1
37616,NS ,2,2,4,1,1
37617,ON ,2,1,3,1,1
37618,NB ,2,1,3,4,1
37619,FL ,2,0,2,1,1
37620,NS ,2,0,2,2,1
37621,NS ,2,1,3,2,1
37622,NS ,2,0,2,2,1
37623,NS ,2,0,2,1,1
37624,NS ,2,0,2,2,1
37625,NS ,1,0,1,1,1
37626,NS ,2,0,2,2,1
37627,NS ,4,4,8,1,1
37628,NS ,2,0,2,2,1
37629,NS ,1,0,1,2,1
37630,NS ,2,0,2,1,1
37631,NS ,2,4,6,2,1
37632,GERMANY ,2,0,2,1,1
37633,NS ,2,0,2,1,1
37634,NS ,2,2,4,2,1
37635,NS ,2,0,2,7,1
37636,MN ,2,0,2,1,1
37637,NS ,2,0,2,3,1
37638,NS ,2,0,2,14,1
37639,NS ,2,0,2,1,1
37640,VA ,2,0,2,1,1
37641,NS ,3,0,3,2,1
37642,NS ,2,2,4,2,1
37643,NS ,2,0,2,2,1
37644,NS ,2,0,2,14,1
37645,ON ,1,0,1,1,1
37646,NS ,3,3,6,2,1
37647,NS ,2,0,2,3,1
37648,NB ,4,0,4,1,1
37649,NS ,2,0,2,3,1
37650,NS ,2,2,4,2,1
37651,NB ,2,0,2,2,1
37652,FL ,2,1,3,1,1
37653,NS ,1,2,3,1,1
37654,NS ,2,0,2,2,1
37655,NS ,2,0,2,1,1
37656,NS ,2,0,2,1,1
37657,NS ,2,0,2,1,1
37658,NS ,2,0,2,1,1
37659,NS ,2,0,2,1,1
37660,NS ,2,2,4,2,1
37661,PA ,2,0,2,1,1
37662,QC ,2,0,2,3,1
37663,NS ,2,0,2,3,1
37664,BC ,2,0,2,1,1
37665,NB ,2,1,3,1,1
37666,NS ,3,0,3,3,1
37667,NS ,2,2,4,2,1
37668,NS ,2,3,5,3,1
37669,NS ,2,2,4,2,1
37670,NS ,3,0,3,1,1
37671,NS ,6,0,6,1,1
37672,QC ,1,0,1,1,1
37673,SWITZERLAND ,2,0,2,2,1
37674,NS ,3,0,3,2,1
37675,UK,2,0,2,2,1
37676,NS ,1,3,4,1,1
37677,NS ,2,0,2,1,1
37678,QC ,2,0,2,2,1
37679,NS ,2,3,5,1,1
37680,QC ,2,0,2,1,1
37681,NS ,2,2,4,4,1
37682,NS ,2,0,2,1,1
37683,NS ,2,0,2,1,1
37684,NS ,2,0,2,2,1
37685,NS ,2,0,2,3,1
37686,CA ,2,0,2,1,1
37687,WI ,2,0,2,1,1
37688,AUSTRIA ,2,0,2,2,1
37689,NB ,3,1,4,2,1
37690,NS ,2,0,2,5,1
37691,NS ,2,1,3,2,1
37692,NS ,6,0,6,1,1
37693,FL ,1,0,1,1,1
37694,NS ,2,0,2,2,1
37695,NL ,2,0,2,1,1
37696,NS ,2,0,2,1,1
37697,NS ,2,0,2,2,1
37698,NB ,2,0,2,3,1
37699,NS ,2,0,2,2,1
37700,NS ,2,2,4,2,1
37701,ON ,2,0,2,1,1
37702,NS ,1,2,3,2,1
37703,NS ,1,2,3,1,1
37704,NS ,2,1,3,2,1
37705,ON ,1,0,1,1,1
37706,NS ,2,0,2,1,1
37707,NS ,2,0,2,2,1
37708,QC ,2,0,2,1,1
37709,ON ,2,2,4,2,1
37710,NS ,2,2,4,3,1
37711,NS ,2,3,5,2,1
37712,NS ,2,0,2,4,1
37713,NS ,6,0,6,1,1
37714,QC ,3,0,3,1,1
37715,NS ,2,1,3,2,1
37716,NS ,2,2,4,3,1
37717,NS ,2,1,3,1,1
37718,NS ,4,0,4,1,1
37719,NS ,2,2,4,2,1
37720,NS ,2,0,2,1,1
37721,NS ,2,0,2,1,1
37722,IN ,2,0,2,1,1
37723,QC ,2,0,2,1,1
37724,BC ,2,0,2,1,1
37725,NS ,2,0,2,4,1
37726,NS ,2,0,2,2,1
37727,NS ,3,1,4,2,1
37728,NS ,2,2,4,2,1
37729,NS ,2,0,2,1,1
37730,NS ,2,3,5,2,1
37731,GERMANY ,1,0,1,1,1
37732,NS ,2,1,3,2,1
37733,NS ,2,3,5,2,1
37734,AZ ,2,0,2,1,1
37735,NS ,2,0,2,3,1
37736,SWITZERLAND ,2,2,4,1,1
37737,NS ,2,2,4,2,1
37738,NS ,2,0,2,1,1
37739,NS ,2,0,2,1,1
37740,NS ,4,0,4,3,1
37741,VA ,2,0,2,1,1
37742,ON ,2,2,4,1,1
37743,NS ,2,0,2,1,1
37744,NS ,2,0,2,2,1
37745,NS ,2,0,2,2,1
37746,NS ,2,3,5,2,1
37747,NS ,2,0,2,1,1
37748,NS ,3,1,4,2,1
37749,ON ,2,1,3,2,1
37750,NS ,2,0,2,3,1
37751,PA ,2,0,2,2,1
37752,NS ,2,0,2,2,1
37753,NS ,2,0,2,4,1
37754,NS ,2,0,2,1,1
37755,NS ,3,1,4,3,1
37756,NS ,2,0,2,2,1
37757,NS ,3,3,6,2,1
37758,NS ,2,2,4,2,1
37759,NS ,2,0,2,2,1
37760,QC ,2,0,2,2,1
37761,NS ,3,0,3,2,1
37762,NS ,2,4,6,1,1
37763,NS ,2,0,2,2,1
37764,NS ,2,0,2,1,1
37765,NS ,2,2,4,3,1
37766,NS ,2,0,2,3,1
37767,NB ,2,0,2,1,1
37768,IA ,2,0,2,1,1
37769,NS ,4,0,4,2,1
37770,NS ,2,4,6,2,1
37771,NS ,2,2,4,3,1
37772,ON ,2,0,2,10,1
37773,ME ,2,0,2,2,1
37774,NS ,6,0,6,2,1
37775,NS ,2,2,4,2,1
37776,NS ,1,0,1,1,1
37777,ON ,2,0,2,1,1
37778,NS ,2,0,2,1,1
37779,NS ,2,0,2,1,1
37780,QC ,2,0,2,1,1
37781,NS ,2,0,2,1,1
37782,NS ,1,0,1,1,1
37783,ON ,3,2,5,2,1
37784,NS ,3,0,3,2,1
37785,NS ,2,0,2,3,1
37786,NS ,2,0,2,3,1
37787,NS ,3,0,3,2,1
37788,NS ,4,2,6,2,1
37789,NS ,2,0,2,2,1
37790,MB ,2,0,2,1,1
37791,NS ,1,0,1,1,1
37792,MA ,2,0,2,1,1
37793,NS ,2,2,4,7,1
37794,NS ,2,0,2,3,1
37795,NS ,6,0,6,2,1
37796,NS ,2,4,6,2,1
37797,NS ,2,1,3,2,1
37798,ON ,2,1,3,2,1
37799,QC ,2,0,2,1,1
37800,PE ,4,0,4,2,1
37801,QC ,2,0,2,2,1
37802,NS ,2,0,2,3,1
37803,NS ,2,0,2,1,1
37804,NS ,2,2,4,2,1
37805,NS ,2,2,4,1,1
37806,NS ,4,0,4,2,1
37807,NS ,2,4,6,2,1
37808,NS ,2,1,3,2,1
37809,NL ,2,0,2,1,1
37810,GERMANY ,2,0,2,1,1
37811,NS ,2,2,4,3,1
37812,NS ,2,2,4,2,1
37813,BC ,2,0,2,6,1
37814,NS ,1,0,1,2,1
37815,NS ,3,0,3,10,1
37816,NS ,2,2,4,2,1
37817,NS ,2,0,2,7,1
37818,NB ,2,0,2,3,1
37819,NS ,3,0,3,2,1
37820,SK ,2,0,2,1,1
37821,NS ,3,2,5,2,1
37822,NS ,3,2,5,2,1
37823,QC ,2,0,2,1,1
37824,NS ,2,0,2,1,1
37825,ON ,2,0,2,1,1
37826,NS ,1,2,3,3,1
37827,NS ,2,0,2,3,1
37828,QC ,2,0,2,8,1
37829,NS ,2,0,2,4,1
37830,NS ,2,2,4,1,1
37831,NS ,2,0,2,3,1
37832,NS ,2,0,2,5,1
37833,NS ,2,0,2,3,1
37834,NS ,2,0,2,1,1
37835,NS ,5,0,5,2,1
37836,NS ,2,0,2,3,1
37837,NS ,2,0,2,3,1
37838,NY ,2,0,2,1,1
37839,ON ,2,0,2,1,1
37840,NS ,2,2,4,2,1
37841,NS ,2,2,4,2,1
37842,BC ,2,0,2,1,1
37843,NS ,2,1,3,2,1
37844,NS ,2,0,2,2,1
37845,NS ,1,2,3,5,1
37846,NB ,3,1,4,1,1
37847,NS ,3,2,5,2,1
37848,QC ,3,0,3,1,1
37849,NS ,2,2,4,3,1
37850,AB ,2,0,2,1,1
37851,NS ,2,0,2,2,1
37852,NS ,2,0,2,1,1
37853,NS ,5,1,6,2,1
37854,WV ,2,0,2,3,1
37855,QC ,1,0,1,3,1
37856,ON ,2,2,4,1,1
37857,PA ,2,0,2,1,1
37858,NS ,1,2,3,2,1
37859,NS ,2,3,5,4,1
37860,NS ,2,0,2,1,1
37861,MA ,1,0,1,1,1
37862,NS ,2,0,2,3,1
37863,QC ,2,0,2,1,1
37864,QC ,2,0,2,1,1
37865,NS ,6,0,6,1,1
37866,PA ,1,0,1,1,1
37867,NS ,5,0,5,1,1
37868,NS ,3,0,3,1,1
37869,NS ,2,1,3,2,1
37870,NS ,1,0,1,1,1
37871,NS ,2,2,4,2,1
37872,NS ,2,2,4,1,1
37873,GERMANY ,2,0,2,1,1
37874,QC ,2,0,2,1,1
37875,ON ,2,0,2,1,1
37876,NS ,2,0,2,1,1
37877,NS ,3,0,3,1,1
37878,ON ,2,0,2,2,1
37879,NS ,2,2,4,2,1
37880,NS ,2,0,2,1,1
37881,ON ,2,0,2,1,1
37882,NS ,2,2,4,2,1
37883,ON ,2,1,3,1,1
37884,NS ,2,0,2,2,1
37885,NS ,2,0,2,1,1
37886,NS ,2,0,2,3,1
37887,NS ,4,0,4,1,1
37888,NS ,4,0,4,1,1
37889,NS ,2,0,2,3,1
37890,NS ,2,0,2,1,1
37891,NS ,2,0,2,1,1
37892,NS ,2,0,2,2,1
37893,QC ,2,0,2,1,1
37894,NS ,4,2,6,2,1
37895,NS ,2,1,3,2,1
37896,NS ,2,2,4,2,1
37897,AB ,2,0,2,3,1
37898,MA ,2,0,2,1,1
